1	748
2	4258
2	2195
2	581
2	6479
2	1223
2	5736
2	7147
2	2205
2	127
2	2640
3	563
3	1493
3	7
3	5304
3	7129
3	4155
3	5180
4	1729
4	4561
4	5061
4	1352
4	6504
4	7090
4	4320
4	6096
4	273
4	4434
4	2901
4	3382
4	5944
4	2108
4	6941
4	2014
4	6047
4	5824
5	5771
6	5455
7	5857
7	668
7	6181
7	599
7	871
7	3080
7	1835
7	6284
7	7341
7	7280
7	343
7	1493
7	4406
7	1463
7	7129
7	1285
7	1552
7	3292
7	168
8	178
8	6244
8	7590
8	2855
8	6932
8	6251
8	429
8	2143
9	1687
10	4482
10	1796
10	2661
10	6054
10	247
10	3844
10	6442
10	367
11	5490
12	5241
12	619
12	2413
12	1326
12	4920
13	5275
13	3808
14	1795
14	3972
14	1224
14	6153
14	5386
14	1510
14	525
14	4771
14	1938
14	7316
14	1818
14	6299
14	2267
14	3558
14	5858
14	867
14	2790
14	3560
14	4905
14	6566
14	5356
14	621
14	111
14	2836
14	3317
14	6713
14	1851
14	4861
14	4607
15	5863
15	2156
15	6439
15	3087
16	3531
16	7581
16	3030
16	5275
16	4376
17	7297
17	2627
17	132
17	6324
17	1800
17	3104
17	5579
17	7436
17	1678
17	5073
17	4009
17	3411
17	6447
17	4185
17	5726
17	1350
17	5089
17	6545
17	2531
17	1957
17	39
17	551
17	6568
17	4969
17	1006
17	6127
17	1906
17	3700
17	774
17	1017
17	2752
17	3325
17	767
17	6102
18	6106
18	4243
18	7238
18	1335
18	952
18	1338
18	3166
19	6373
19	4043
19	3597
19	7186
19	5140
19	616
19	2789
19	3164
19	5535
19	4320
19	6817
19	6437
19	422
19	4776
19	1385
19	3756
19	3821
19	4213
19	479
19	6137
19	6400
19	3582
19	7615
19	4086
20	2626
20	2693
20	1502
20	6704
21	2690
21	1317
21	5942
21	4152
21	4463
21	6464
22	3027
22	5765
23	5128
24	4249
24	7318
24	1855
24	647
24	3494
25	3644
26	3545
27	5346
28	4067
28	6340
28	1559
28	1897
28	4330
28	6397
28	3566
29	7225
29	1659
29	4901
30	4627
30	908
30	2839
30	7288
30	544
30	7580
30	6653
30	2712
31	7076
31	2645
31	3526
31	925
31	684
31	3500
31	5565
31	5855
32	1458
32	5275
32	3419
33	3137
33	1313
33	2196
33	5677
33	4846
33	1167
33	3156
33	6197
33	6710
33	5207
33	4188
33	1021
33	608
34	2627
34	2567
34	4041
34	2746
34	6860
34	4815
34	1876
34	1301
34	3222
34	408
34	3741
34	2171
34	3104
34	7075
34	5096
34	5618
34	2421
34	1974
34	4309
34	6102
34	3453
34	766
34	1151
34	214
35	2945
35	4409
35	5876
35	4718
35	3928
36	6748
36	7036
36	5284
36	4247
36	6888
36	2041
36	6476
36	4236
36	2302
36	2046
37	720
38	3992
39	6289
39	3795
39	1957
39	7566
39	2638
39	3024
40	1350
40	5096
41	5565
41	4909
41	1382
41	1679
42	1959
42	5415
42	3592
42	3563
42	525
42	3951
42	6288
43	3593
43	4336
43	2648
44	4682
44	2894
45	7043
45	3702
45	6871
45	7227
45	6508
45	6235
45	3598
46	3913
46	7538
46	3987
46	4853
46	3528
46	5897
46	5100
46	3341
46	866
46	4528
47	2443
47	2415
48	1793
48	7490
48	5379
48	6428
48	3846
48	6638
48	6409
48	2986
48	539
48	3182
48	5315
48	398
48	4658
48	4147
48	3129
48	3834
48	6459
48	6992
48	6877
48	1790
48	6208
49	1762
49	3251
49	7214
50	3361
50	4001
50	5511
50	3362
50	3401
50	2893
50	6606
50	2511
50	6097
50	7225
50	2073
50	3039
51	4416
52	7136
53	6841
53	2511
54	6573
54	1231
54	1391
55	2369
55	2627
55	5196
55	646
55	3912
55	5579
55	7436
55	1678
55	4974
55	3995
55	2844
55	4573
55	5726
55	5601
55	188
55	3301
55	5096
55	1006
55	4142
55	6447
55	4148
55	2421
55	2423
55	2616
55	1465
55	3566
55	1470
55	2304
56	5475
56	1933
56	495
57	4129
57	3009
57	2903
57	1458
57	5227
57	7215
58	7350
59	2178
59	6324
59	5109
59	3727
59	3303
59	2552
59	3081
59	5579
59	7412
59	1151
60	6005
60	6301
60	1565
60	1694
60	2415
61	4345
61	6505
62	1681
62	2941
63	4793
64	4617
64	4285
64	6222
64	4167
65	5163
65	4356
66	2917
66	6408
67	5606
68	2417
68	7556
68	4639
68	4778
68	2605
68	2671
69	5601
69	4033
69	2883
69	6324
69	6102
69	1220
69	169
69	6973
69	6719
69	3280
70	6102
71	1329
71	2708
71	901
71	5049
71	7098
71	1136
71	4926
71	4703
71	3950
72	1612
72	6148
72	3995
73	5967
74	3853
74	1678
74	6127
74	1006
74	6545
74	6425
74	5456
74	2677
74	6447
74	6969
74	4092
74	5309
74	2206
74	4982
75	3036
76	5633
76	4674
76	934
76	7080
76	521
76	4043
76	7166
76	6155
76	2448
76	4218
76	3856
76	2429
76	542
77	1831
78	6753
78	7537
79	3521
79	1217
79	3496
79	1643
79	4588
79	2061
79	1329
79	2195
79	3863
79	6520
79	4633
79	2333
79	6622
79	3680
80	551
80	719
81	5442
81	5647
81	521
81	667
81	6172
81	1231
82	4354
82	3219
82	1556
82	4243
82	1394
82	5034
82	379
82	131
82	2015
82	3499
83	2810
83	2087
83	3746
84	5858
85	1933
86	4659
86	4900
86	3445
86	5999
86	1690
86	5754
86	5644
86	7002
86	6127
87	150
88	6116
89	956
90	6758
91	2499
92	1346
